#time[fm]	N_ccbar=1	N_ccbar=2	N_ccbar=5	N_ccbar=10
464.32187999999945	0.0037177884615384	0.0058156960227272	0.0120614374999999	0.0224179166666666
467.8394699999994	0.0037249198717948	0.0058163589015151	0.0120551458333333	0.0224157925724637
471.3570599999994	0.0037273504273504	0.0058266571969696	0.0120457291666666	0.0224230163043478
474.8746499999994	0.0037280448717948	0.0058229876893939	0.0120571666666666	0.0224130706521739
478.3922399999994	0.0037219017094017	0.0058075047348484	0.0120487291666666	0.0224201041666666
481.9098299999994	0.0037271901709401	0.005815909090909	0.0120509166666666	0.0224200045289854
485.42741999999936	0.003720860042735	0.005804521780303	0.0120513124999999	0.0224107382246376
488.94500999999934	0.0037169337606837	0.0058065814393939	0.01204675	0.0224154347826086
492.4625999999993	0.0037164797008546	0.0057928740530303	0.0120458333333333	0.0224158152173913
495.9801899999993	0.0037200587606837	0.0057934422348484	0.0120551875	0.0224110960144927
499.4977799999993	0.0037132211538461	0.0058018702651515	0.0120466666666666	0.0224033650362318
503.0153699999993	0.0037180021367521	0.0058190577651515	0.0120434166666666	0.0223908061594203
506.53295999999926	0.0037284455128205	0.0058296875	0.0120489791666666	0.0223917119565217
510.0505499999993	0.003727938034188	0.0058331912878787	0.0120470416666666	0.0224030570652173
513.5681399999993	0.0037161858974358	0.0058289062499999	0.0120615	0.0224000226449275
517.0857299999993	0.0037277777777777	0.0058352746212121	0.0120541041666666	0.0224007427536231
520.6033199999994	0.0037259615384615	0.0058336884469696	0.0120478541666666	0.022400634057971
524.1209099999994	0.0037291399572649	0.005823271780303	0.0120375208333333	0.0223975317028985
527.6384999999995	0.003727751068376	0.0058241003787878	0.0120369583333333	0.0224023777173913
531.1560899999995	0.00372922008547	0.0058143939393939	0.0120460416666666	0.0224036050724637
534.6736799999995	0.0037223023504273	0.0058167376893939	0.0120379583333333	0.0223992346014492
538.1912699999996	0.0037197649572649	0.0058134706439393	0.0120294166666666	0.0224037318840579
541.7088599999996	0.0037228098290598	0.0058183712121212	0.0120379791666666	0.0224026313405797
545.2264499999997	0.0037181891025641	0.0058088541666666	0.0120389166666666	0.0223904891304347
548.7440399999997	0.0037136217948717	0.0058108191287878	0.0120534374999999	0.0223998143115942
552.2616299999997	0.0037234775641025	0.0058090198863636	0.012053875	0.0224004981884058
555.7792199999998	0.0037263888888888	0.0058088068181818	0.0120562083333333	0.0223979166666666
559.2968099999998	0.0037213942307692	0.0058175426136363	0.0120621458333333	0.0223961639492753
562.8143999999999	0.0037242254273504	0.0058060369318181	0.0120517916666666	0.0224026086956521
566.3319899999999	0.0037248664529914	0.0058091856060606	0.0120371458333333	0.0223990307971014
569.84958	0.0037241987179487	0.0058035984848484	0.0120501458333333	0.0223954846014492
573.36717	0.0037174679487179	0.0058077178030303	0.0120482083333333	0.0224067481884058
576.88476	0.0037185363247863	0.0058063210227272	0.0120361874999999	0.0223953079710144
580.4023500000001	0.0037156784188034	0.0058074100378787	0.0120404375	0.0223892889492753
583.9199400000001	0.0037159722222222	0.0057953124999999	0.012044625	0.0224000679347825
587.4375300000002	0.0037223023504273	0.0058001183712121	0.0120330416666666	0.0224040081521739
590.9551200000002	0.0037164797008546	0.005796543560606	0.0120322708333333	0.0224186005434782
594.4727100000002	0.0037299679487179	0.0057853929924242	0.012032125	0.0224155615942029
597.9903000000003	0.0037267895299145	0.005780752840909	0.0120262708333333	0.0224102626811594
601.5078900000003	0.0037304754273504	0.0057838541666666	0.0120197083333333	0.0224053442028985
605.0254800000004	0.0037263621794871	0.0057940104166666	0.0120033541666666	0.0223985235507246
608.5430700000004	0.0037236645299145	0.0057781723484848	0.0120112083333333	0.0224049818840579
612.0606600000004	0.0037299412393162	0.0057929214015151	0.0120187291666666	0.022403804347826
615.5782500000005	0.0037314369658119	0.0057811079545454	0.0120097291666666	0.0224038586956521
619.0958400000005	0.0037233974358974	0.0057842566287878	0.0120240208333333	0.0223971603260869
622.6134300000006	0.0037250534188034	0.0057756392045454	0.0120162083333333	0.022396544384058
626.1310200000006	0.0037271634615384	0.0057844933712121	0.0120260625	0.0224015942028985
629.6486100000006	0.0037304754273504	0.0057814393939393	0.0120424583333333	0.0224142980072463
633.1662000000007	0.0037276709401709	0.005788896780303	0.0120306666666666	0.0224130027173913
636.6837900000007	0.0037221955128205	0.0057872869318181	0.0120469375	0.0224162545289855
640.2013800000008	0.0037220085470085	0.0058025094696969	0.0120346874999999	0.0224123505434782
643.7189700000008	0.0037157585470085	0.0057910511363636	0.0120404374999999	0.0224190398550724
647.2365600000008	0.0037152243589743	0.0057879261363636	0.0120445625	0.0224196920289855
650.7541500000009	0.0037108173076923	0.005782481060606	0.0120290625	0.0224139039855072
654.2717400000009	0.0037110042735042	0.0057929214015151	0.0120186041666666	0.0224058559782609
657.789330000001	0.0037069177350427	0.0057885416666666	0.0120265624999999	0.0224013451086956
661.306920000001	0.0037074252136752	0.0057898437499999	0.0120243958333333	0.0224083605072463
