#time[fm]	V=(8fm)^3	V=(10fm)^3	V=(12fm)^3
130.15082999999996 0.006846067708333332 0.0035696581196581196 0.0020843750000000033
133.66841999999997 0.006865234375000005 0.003580368589743584 0.002093291666666667
137.18600999999998 0.006887187499999995 0.0035909455128205117 0.0021001250000000013
140.7036 0.0069198958333333395 0.0036067574786324778 0.002110166666666668
144.22119 0.006931302083333323 0.0036139957264957213 0.0021152500000000017
147.73878000000002 0.0069635416666666665 0.0036184561965811922 0.0021236666666666665
151.25637000000003 0.006974374999999988 0.0036278311965811977 0.002127000000000004
154.77396000000005 0.00699276041666666 0.003633440170940171 0.002128625000000003
158.29155000000006 0.007005729166666663 0.003650480769230771 0.0021319583333333364
161.80914000000007 0.007023697916666661 0.0036491452991452944 0.002136416666666669
165.32673000000008 0.0070286979166666675 0.0036497596153846124 0.0021409166666666647
168.8443200000001 0.00703833333333334 0.00366760149572649 0.0021487916666666686
172.3619100000001 0.007040781250000006 0.003670940170940172 0.0021391250000000004
175.87950000000012 0.0070646093749999975 0.0036808493589743554 0.0021495000000000017
179.39709000000013 0.007066718749999993 0.003684668803418798 0.0021470833333333355
182.91468000000015 0.0070694270833333295 0.0036921207264957283 0.0021427916666666687
186.43227000000016 0.007086796874999984 0.003686698717948716 0.0021589583333333326
189.94986000000017 0.007086640624999996 0.003693215811965813 0.002154875000000001
193.46745000000018 0.007092473958333332 0.003690037393162393 0.002153875000000002
196.9850400000002 0.007104817708333325 0.0036968749999999953 0.002155416666666668
200.5026300000002 0.007114921874999993 0.0036981036324786314 0.002154749999999999
204.02022000000022 0.007112968749999998 0.003705608974358969 0.002151375000000001
207.53781000000023 0.007134973958333331 0.0037094551282051244 0.002161875000000003
211.05540000000025 0.0071325520833333276 0.003710176282051283 0.002168333333333334
214.57299000000026 0.007132005208333325 0.0037091613247863223 0.0021669583333333354
218.09058000000027 0.007143463541666663 0.00370884081196581 0.002167041666666669
221.60817000000029 0.007147682291666642 0.0037103098290598283 0.0021726666666666674
225.1257600000003 0.007147317708333337 0.00370040064102564 0.002165625000000003
228.6433500000003 0.007152708333333329 0.0037039797008547033 0.0021715000000000016
232.16094000000032 0.007145442708333334 0.003701816239316238 0.0021694583333333336
235.67853000000034 0.00714557291666666 0.0036962072649572705 0.002165541666666668
239.19612000000035 0.0071451302083333215 0.003700694444444442 0.0021646666666666698
242.71371000000036 0.007150989583333333 0.0036988782051281996 0.002172375000000004
246.23130000000037 0.007160651041666655 0.003705181623931622 0.0021706250000000002
249.7488900000004 0.00716520833333333 0.003714102564102564 0.002179375000000002
253.2664800000004 0.0071685677083333215 0.003710149572649571 0.0021805833333333326
256.7840700000004 0.007160338541666668 0.0037086004273504253 0.0021790416666666685
260.30166000000037 0.007159791666666666 0.003713087606837609 0.00217204166666667
263.81925000000035 0.007153281249999986 0.0037150106837606825 0.0021672083333333357
267.33684000000034 0.007167421874999993 0.0037161324786324757 0.002166125000000001
270.8544300000003 0.007172786458333326 0.003713888888888889 0.0021630833333333324
274.3720200000003 0.007170520833333327 0.003717467948717947 0.0021670000000000005
277.8896100000003 0.007189088541666658 0.0037194978632478642 0.002163166666666671
281.4072000000003 0.007182083333333334 0.003720779914529914 0.0021640833333333317
284.92479000000026 0.007183098958333324 0.003730635683760681 0.0021660000000000034
288.44238000000024 0.007194765624999996 0.0037243856837606824 0.002166958333333331
291.9599700000002 0.007183020833333326 0.00372959401709402 0.0021749166666666696
295.4775600000002 0.00718140624999999 0.0037237980769230807 0.0021783750000000015
298.9951500000002 0.0071831510416666645 0.0037265758547008485 0.002175041666666669
302.5127400000002 0.007186848958333326 0.003731917735042737 0.0021816666666666686
306.03033000000016 0.007196328124999998 0.003727136752136747 0.0021756250000000005
309.54792000000015 0.007197395833333331 0.003729994658119657 0.0021759583333333323
313.06551000000013 0.007182291666666658 0.003737553418803417 0.002177541666666667
316.5831000000001 0.00717895833333333 0.0037331196581196556 0.002176125000000001
320.1006900000001 0.007186640624999996 0.0037390491452991424 0.0021735416666666665
323.6182800000001 0.007182838541666665 0.0037429487179487155 0.002178083333333338
327.13587000000007 0.00718333333333333 0.0037432959401709396 0.0021752916666666674
330.65346000000005 0.0071904947916666545 0.0037404914529914537 0.0021875416666666658
334.17105000000004 0.0071936197916666654 0.003741773504273509 0.0021878750000000015
337.68864 0.007194713541666663 0.00374815705128205 0.002186958333333335
341.20623 0.007185286458333325 0.0037429487179487133 0.0021868333333333358
344.72382 0.007181093749999987 0.0037414262820512764 0.0021908750000000014
348.24141 0.007190156249999986 0.003734642094017088 0.0021889583333333353
351.75899999999996 0.007188958333333334 0.003725106837606831 0.0021837916666666702
355.27658999999994 0.00718747395833332 0.0037305555555555586 0.0021881250000000017
358.7941799999999 0.007189791666666662 0.003728418803418797 0.002189916666666668
362.3117699999999 0.007195468749999995 0.003727938034188026 0.0021909166666666683
365.8293599999999 0.00718859375 0.003726415598290602 0.002193083333333334
369.3469499999999 0.007183619791666656 0.0037172809829059813 0.0021885416666666668
372.86453999999986 0.007193072916666662 0.003730582264957263 0.0021955416666666725
376.38212999999985 0.0071947135416666605 0.0037233707264957235 0.002191208333333334
379.89971999999983 0.007193385416666661 0.003718910256410253 0.002191833333333335
383.4173099999998 0.007197239583333337 0.003721821581196574 0.00219066666666667
386.9348999999998 0.007192630208333337 0.003722462606837603 0.0021878333333333355
390.4524899999998 0.007188359374999993 0.0037268162393162413 0.002188750000000003
393.97007999999977 0.007194348958333331 0.0037289797008546975 0.0021882083333333376
397.48766999999975 0.007179010416666664 0.0037222756410256385 0.0021862083333333334
401.00525999999974 0.007203359375000002 0.0037254273504273455 0.0021802500000000016
404.5228499999997 0.007209609374999998 0.003724946581196573 0.0021909166666666674
408.0404399999997 0.00719111979166666 0.0037271901709401687 0.0021885000000000008
411.5580299999997 0.00719171875 0.003734027777777778 0.0021883333333333347
415.0756199999997 0.007194791666666652 0.003731997863247863 0.002189666666666668
418.59320999999966 0.00719317708333333 0.00372735042735042 0.0021903750000000013
422.11079999999964 0.0071953645833333305 0.0037334134615384586 0.002184458333333337
425.6283899999996 0.0072027343749999926 0.003733092948717945 0.002171916666666669
429.1459799999996 0.0072153385416666525 0.0037270566239316206 0.0021771250000000002
432.6635699999996 0.007216901041666656 0.003729086538461537 0.0021830833333333364
436.1811599999996 0.007211119791666662 0.003719925213675212 0.002183250000000001
439.69874999999956 0.007208151041666661 0.0037198985042735016 0.002186499999999999
443.21633999999955 0.00721739583333333 0.0037171474358974298 0.002189875000000002
446.73392999999953 0.0072019270833333345 0.003725560897435894 0.002192166666666667
450.2515199999995 0.007202317708333332 0.003722435897435903 0.0021948333333333303
453.7691099999995 0.007183697916666663 0.0037225694444444515 0.002196125
457.2866999999995 0.007187604166666673 0.0037231036324786274 0.0021945000000000003
460.80428999999947 0.0071760416666666604 0.0037155181623931576 0.0021935000000000023
464.32187999999945 0.007184479166666659 0.0037177884615384542 0.0021934166666666677
467.83946999999944 0.007180494791666658 0.003724919871794865 0.0021854583333333322
471.3570599999994 0.007183541666666655 0.0037273504273504262 0.002186416666666667
474.8746499999994 0.007182604166666665 0.0037280448717948765 0.0021841666666666676
478.3922399999994 0.007177083333333329 0.0037219017094017076 0.0021909166666666683
481.9098299999994 0.007176692708333321 0.0037271901709401613 0.002188375000000002
485.42741999999936 0.007182604166666661 0.003720860042735037 0.0021835416666666687
488.94500999999934 0.00718416666666667 0.0037169337606837564 0.0021846250000000004
492.4625999999993 0.007181354166666667 0.003716479700854697 0.002182833333333335
495.9801899999993 0.007177239583333328 0.00372005876068376 0.0021884166666666684
499.4977799999993 0.007164583333333326 0.0037132211538461472 0.0021772500000000012
503.0153699999993 0.007168619791666661 0.003718002136752131 0.002187666666666667
506.53295999999926 0.0071724479166666594 0.0037284455128205087 0.0021878333333333355
510.05054999999925 0.007177161458333327 0.003727938034188034 0.002191125000000001
513.5681399999993 0.007181302083333327 0.0037161858974358933 0.002187083333333333
517.0857299999993 0.0071815364583333405 0.0037277777777777756 0.002194291666666666
520.6033199999994 0.007182526041666667 0.0037259615384615374 0.002196666666666666
524.1209099999994 0.0071922916666666585 0.0037291399572649555 0.002193666666666669
527.6384999999995 0.007191276041666652 0.0037277510683760636 0.002190666666666668
531.1560899999995 0.007198098958333323 0.003729220085470081 0.0021837500000000012
534.6736799999995 0.007199739583333337 0.00372230235042735 0.002177125000000004
538.1912699999996 0.007188255208333341 0.0037197649572649634 0.0021800000000000022
541.7088599999996 0.007176354166666651 0.0037228098290598244 0.00217291666666667
545.2264499999997 0.007191276041666655 0.003718189102564101 0.0021753333333333355
548.7440399999997 0.007178203124999988 0.003713621794871793 0.00217416666666667
552.2616299999997 0.007187421874999998 0.0037234775641025617 0.0021722500000000023
555.7792199999998 0.007181223958333336 0.003726388888888886 0.0021752916666666674
559.2968099999998 0.007177369791666662 0.0037213942307692295 0.002172666666666667
562.8143999999999 0.007184635416666666 0.0037242254273504257 0.0021692499999999993
566.3319899999999 0.007176067708333334 0.0037248664529914498 0.002176791666666667
569.84958 0.007180963541666661 0.0037241987179487167 0.0021687916666666704
573.36717 0.007190338541666653 0.003717467948717946 0.002171625
576.88476 0.007184583333333333 0.003718536324786322 0.0021682083333333315
580.4023500000001 0.007187187499999996 0.003715678418803421 0.0021685416666666693
583.9199400000001 0.007183749999999997 0.00371597222222222 0.002169375
587.4375300000002 0.007185260416666673 0.0037223023504273523 0.0021654583333333348
590.9551200000002 0.0071785156249999866 0.0037164797008546963 0.002171625000000002
594.4727100000002 0.007200546874999992 0.003729967948717948 0.002164583333333332
597.9903000000003 0.0072016145833333324 0.003726789529914526 0.002170958333333334
601.5078900000003 0.007193906249999994 0.0037304754273504333 0.0021632916666666675
605.0254800000004 0.007200026041666661 0.003726362179487178 0.0021603333333333366
608.5430700000004 0.007200026041666657 0.0037236645299145252 0.0021631666666666674
612.0606600000004 0.007206171875000009 0.003729941239316238 0.0021667916666666693
615.5782500000005 0.00719700520833334 0.0037314369658119633 0.002166083333333331
619.0958400000005 0.007198020833333319 0.0037233974358974326 0.002167666666666667
622.6134300000006 0.00719497395833332 0.003725053418803419 0.0021720416666666698
626.1310200000006 0.0072014583333333305 0.00372716346153846 0.002177875000000001
629.6486100000006 0.007189921874999996 0.003730475427350428 0.0021757500000000015
633.1662000000007 0.007187552083333335 0.0037276709401709374 0.002168166666666667
636.6837900000007 0.007184817708333333 0.0037221955128205115 0.0021728750000000016
640.2013800000008 0.007190338541666666 0.0037220085470085406 0.0021764166666666685
643.7189700000008 0.007187552083333331 0.003715758547008544 0.002180000000000001
647.2365600000008 0.0071841666666666625 0.0037152243589743607 0.002183416666666668
650.7541500000009 0.00718799479166666 0.003710817307692303 0.0021778333333333346
654.2717400000009 0.007175442708333326 0.0037110042735042682 0.002172166666666669
657.789330000001 0.007187916666666651 0.0037069177350427356 0.0021749166666666683
661.306920000001 0.007185807291666665 0.003707425213675211 0.002177583333333335
664.824510000001 0.007191067708333329 0.0037071047008547004 0.002177250000000001
668.3421000000011 0.007189375 0.0037046741452991445 0.002172041666666667
671.8596900000011 0.007183567708333328 0.0037111378205128207 0.0021683333333333346
675.3772800000012 0.007181041666666671 0.00371583867521367 0.0021714166666666674
678.8948700000012 0.007172890625000001 0.003710870726495722 0.0021715416666666675
682.4124600000013 0.0071763281250000035 0.003707211538461538 0.0021654583333333335
685.9300500000013 0.007179687499999998 0.003711404914529909 0.0021701249999999984
689.4476400000013 0.007175677083333324 0.003708466880341877 0.0021675833333333373
692.9652300000014 0.0071910156249999895 0.003716266025641024 0.0021659583333333335
696.4828200000014 0.007188072916666659 0.0037153044871794886 0.0021782916666666682
700.0004100000015 nan NaN NaN
